filepath,label
augmented_dataset\lightning\2190.jpg,lightning
augmented_dataset\lightning\2191.jpg,lightning
augmented_dataset\lightning\2192.jpg,lightning
augmented_dataset\lightning\2193.jpg,lightning
augmented_dataset\lightning\2194.jpg,lightning
augmented_dataset\lightning\2195.jpg,lightning
augmented_dataset\lightning\2196.jpg,lightning
augmented_dataset\lightning\2197.jpg,lightning
augmented_dataset\lightning\2198.jpg,lightning
augmented_dataset\lightning\2199.jpg,lightning
augmented_dataset\lightning\2200.jpg,lightning
augmented_dataset\lightning\2201.jpg,lightning
augmented_dataset\lightning\2202.jpg,lightning
augmented_dataset\lightning\2203.jpg,lightning
augmented_dataset\lightning\2204.jpg,lightning
augmented_dataset\lightning\2205.jpg,lightning
augmented_dataset\lightning\2206.jpg,lightning
augmented_dataset\rain\1011.jpg,rain
augmented_dataset\rain\1013.jpg,rain
augmented_dataset\rain\1017.jpg,rain
augmented_dataset\rain\102.jpg,rain
augmented_dataset\rain\1021.jpg,rain
augmented_dataset\rain\103.jpg,rain
augmented_dataset\rain\1030.jpg,rain
augmented_dataset\rain\1036.jpg,rain
augmented_dataset\rain\1038.jpg,rain
augmented_dataset\rain\1044.jpg,rain
augmented_dataset\rain\1048.jpg,rain
augmented_dataset\rain\105.jpg,rain
augmented_dataset\rain\1051.jpg,rain
augmented_dataset\rain\1053.jpg,rain
augmented_dataset\rain\1056.jpg,rain
augmented_dataset\rain\1058.jpg,rain
augmented_dataset\rain\106.jpg,rain
augmented_dataset\rain\1061.jpg,rain
augmented_dataset\rain\1067.jpg,rain
augmented_dataset\rain\107.jpg,rain
augmented_dataset\rain\1070.jpg,rain
augmented_dataset\rain\1074.jpg,rain
augmented_dataset\rain\1075.jpg,rain
augmented_dataset\rain\1078.jpg,rain
augmented_dataset\rain\1082.jpg,rain
augmented_dataset\rain\1084.jpg,rain
augmented_dataset\rain\1088.jpg,rain
augmented_dataset\rain\109.jpg,rain
augmented_dataset\rain\1090.jpg,rain
augmented_dataset\rain\11.jpg,rain
augmented_dataset\rain\110.jpg,rain
augmented_dataset\rain\1101.jpg,rain
augmented_dataset\rain\1103.jpg,rain
augmented_dataset\rain\1108.jpg,rain
augmented_dataset\rain\1114.jpg,rain
augmented_dataset\rain\1126.jpg,rain
augmented_dataset\rain\113.jpg,rain
augmented_dataset\rain\1136.jpg,rain
augmented_dataset\rain\1139.jpg,rain
augmented_dataset\rain\1140.jpg,rain
augmented_dataset\rain\1141.jpg,rain
augmented_dataset\rain\1144.jpg,rain
augmented_dataset\rain\1145.jpg,rain
augmented_dataset\rain\1146.jpg,rain
augmented_dataset\rain\1150.jpg,rain
augmented_dataset\rain\1153.jpg,rain
augmented_dataset\rain\1157.jpg,rain
augmented_dataset\rain\1161.jpg,rain
augmented_dataset\rain\1162.jpg,rain
augmented_dataset\rain\1163.jpg,rain
augmented_dataset\rain\1165.jpg,rain
augmented_dataset\rain\1168.jpg,rain
augmented_dataset\rain\117.jpg,rain
augmented_dataset\rain\1170.jpg,rain
augmented_dataset\rain\1171.jpg,rain
augmented_dataset\rain\1173.jpg,rain
augmented_dataset\rain\1175.jpg,rain
augmented_dataset\rain\1178.jpg,rain
augmented_dataset\rain\1180.jpg,rain
augmented_dataset\rain\1183.jpg,rain
augmented_dataset\rain\1185.jpg,rain
augmented_dataset\rain\119.jpg,rain
augmented_dataset\rain\1192.jpg,rain
augmented_dataset\rain\1196.jpg,rain
augmented_dataset\rain\1200.jpg,rain
augmented_dataset\rain\1207.jpg,rain
augmented_dataset\rain\1208.jpg,rain
augmented_dataset\rain\1210.jpg,rain
augmented_dataset\rain\1213.jpg,rain
augmented_dataset\rain\1215.jpg,rain
augmented_dataset\rain\1220.jpg,rain
augmented_dataset\rain\1222.jpg,rain
augmented_dataset\rain\1223.jpg,rain
augmented_dataset\rain\1226.jpg,rain
augmented_dataset\rain\1230.jpg,rain
augmented_dataset\rain\1233.jpg,rain
augmented_dataset\rain\1235.jpg,rain
augmented_dataset\rain\1237.jpg,rain
augmented_dataset\rain\1238.jpg,rain
augmented_dataset\rain\124.jpg,rain
augmented_dataset\rain\1240.jpg,rain
augmented_dataset\rain\1244.jpg,rain
augmented_dataset\rain\1245.jpg,rain
augmented_dataset\rain\1250.jpg,rain
augmented_dataset\rain\1253.jpg,rain
augmented_dataset\rain\1254.jpg,rain
augmented_dataset\rain\1257.jpg,rain
augmented_dataset\rain\1259.jpg,rain
augmented_dataset\rain\1260.jpg,rain
augmented_dataset\rain\1262.jpg,rain
augmented_dataset\rain\1263.jpg,rain
augmented_dataset\rain\1264.jpg,rain
augmented_dataset\rain\1266.jpg,rain
augmented_dataset\rain\1267.jpg,rain
augmented_dataset\rain\1276.jpg,rain
augmented_dataset\rain\1277.jpg,rain
augmented_dataset\rain\1279.jpg,rain
augmented_dataset\rain\1280.jpg,rain
augmented_dataset\rain\1281.jpg,rain
augmented_dataset\rain\1282.jpg,rain
augmented_dataset\rain\1283.jpg,rain
augmented_dataset\rain\1285.jpg,rain
augmented_dataset\rain\1287.jpg,rain
augmented_dataset\rain\1288.jpg,rain
augmented_dataset\rain\1290.jpg,rain
augmented_dataset\rain\1291.jpg,rain
augmented_dataset\rain\1297.jpg,rain
augmented_dataset\rain\13.jpg,rain
augmented_dataset\rain\1306.jpg,rain
augmented_dataset\rain\131.jpg,rain
augmented_dataset\rain\1311.jpg,rain
augmented_dataset\rain\1312.jpg,rain
augmented_dataset\rain\132.jpg,rain
augmented_dataset\rain\1330.jpg,rain
augmented_dataset\rain\1337.jpg,rain
augmented_dataset\rain\1339.jpg,rain
augmented_dataset\rain\134.jpg,rain
augmented_dataset\rain\1344.jpg,rain
augmented_dataset\rain\135.jpg,rain
augmented_dataset\rain\1351.jpg,rain
augmented_dataset\rain\136.jpg,rain
augmented_dataset\rain\1360.jpg,rain
augmented_dataset\rain\1364.jpg,rain
augmented_dataset\rain\1365.jpg,rain
augmented_dataset\rain\137.jpg,rain
augmented_dataset\rain\1372.jpg,rain
augmented_dataset\rain\1375.jpg,rain
augmented_dataset\rain\1377.jpg,rain
augmented_dataset\rain\1385.jpg,rain
augmented_dataset\rain\1389.jpg,rain
augmented_dataset\rain\1394.jpg,rain
augmented_dataset\rain\1397.jpg,rain
augmented_dataset\rain\1399.jpg,rain
augmented_dataset\rain\14.jpg,rain
augmented_dataset\rain\140.jpg,rain
augmented_dataset\rain\141.jpg,rain
augmented_dataset\rain\1413.jpg,rain
augmented_dataset\rain\1414.jpg,rain
augmented_dataset\rain\1424.jpg,rain
augmented_dataset\rain\1427.jpg,rain
augmented_dataset\rain\1429.jpg,rain
augmented_dataset\rain\143.jpg,rain
augmented_dataset\rain\1438.jpg,rain
augmented_dataset\rain\1439.jpg,rain
augmented_dataset\rain\1440.jpg,rain
augmented_dataset\rain\1444.jpg,rain
augmented_dataset\rain\1447.jpg,rain
augmented_dataset\rain\1448.jpg,rain
augmented_dataset\rain\1451.jpg,rain
augmented_dataset\rain\1452.jpg,rain
augmented_dataset\rain\1453.jpg,rain
augmented_dataset\rain\1454.jpg,rain
augmented_dataset\rain\1455.jpg,rain
augmented_dataset\rain\1456.jpg,rain
augmented_dataset\rain\1457.jpg,rain
augmented_dataset\rain\1458.jpg,rain
augmented_dataset\rain\1459.jpg,rain
augmented_dataset\rain\1460.jpg,rain
augmented_dataset\rain\1461.jpg,rain
augmented_dataset\rain\1462.jpg,rain
augmented_dataset\rain\1463.jpg,rain
augmented_dataset\rain\1464.jpg,rain
augmented_dataset\rain\1465.jpg,rain
augmented_dataset\rain\1466.jpg,rain
augmented_dataset\rain\1467.jpg,rain
augmented_dataset\rain\1468.jpg,rain
augmented_dataset\rain\1469.jpg,rain
augmented_dataset\rain\1470.jpg,rain
augmented_dataset\rain\1471.jpg,rain
augmented_dataset\rain\1472.jpg,rain
augmented_dataset\rain\1473.jpg,rain
augmented_dataset\rain\1474.jpg,rain
augmented_dataset\rain\1475.jpg,rain
augmented_dataset\rain\1476.jpg,rain
augmented_dataset\rain\1477.jpg,rain
augmented_dataset\rain\1478.jpg,rain
augmented_dataset\rain\1479.jpg,rain
augmented_dataset\rain\1480.jpg,rain
augmented_dataset\rain\1481.jpg,rain
augmented_dataset\rain\1482.jpg,rain
augmented_dataset\rain\1483.jpg,rain
augmented_dataset\rain\1484.jpg,rain
augmented_dataset\rain\1485.jpg,rain
augmented_dataset\rain\1486.jpg,rain
augmented_dataset\rain\1487.jpg,rain
augmented_dataset\rain\1488.jpg,rain
augmented_dataset\rain\1489.jpg,rain
augmented_dataset\rain\1490.jpg,rain
augmented_dataset\rain\1491.jpg,rain
augmented_dataset\rain\1492.jpg,rain
augmented_dataset\rain\1493.jpg,rain
augmented_dataset\rain\1494.jpg,rain
augmented_dataset\rain\1495.jpg,rain
augmented_dataset\rain\1496.jpg,rain
augmented_dataset\rain\1497.jpg,rain
augmented_dataset\rain\1498.jpg,rain
augmented_dataset\rain\1499.jpg,rain
augmented_dataset\rain\1500.jpg,rain
augmented_dataset\rain\1501.jpg,rain
augmented_dataset\rain\1502.jpg,rain
augmented_dataset\rain\1503.jpg,rain
augmented_dataset\rain\1504.jpg,rain
augmented_dataset\rain\1505.jpg,rain
augmented_dataset\rain\1506.jpg,rain
augmented_dataset\rain\1507.jpg,rain
augmented_dataset\rain\1508.jpg,rain
augmented_dataset\rain\1509.jpg,rain
augmented_dataset\rain\1510.jpg,rain
augmented_dataset\rain\1511.jpg,rain
augmented_dataset\rain\1512.jpg,rain
augmented_dataset\rain\1513.jpg,rain
augmented_dataset\rain\1514.jpg,rain
augmented_dataset\rain\1515.jpg,rain
augmented_dataset\rain\1516.jpg,rain
augmented_dataset\rain\1517.jpg,rain
augmented_dataset\rain\1518.jpg,rain
augmented_dataset\rain\1519.jpg,rain
augmented_dataset\rain\1520.jpg,rain
augmented_dataset\rain\1521.jpg,rain
augmented_dataset\rain\1522.jpg,rain
augmented_dataset\rain\1523.jpg,rain
augmented_dataset\rain\1524.jpg,rain
augmented_dataset\rain\1525.jpg,rain
augmented_dataset\rain\1526.jpg,rain
augmented_dataset\rain\1527.jpg,rain
augmented_dataset\rain\1528.jpg,rain
augmented_dataset\rain\1529.jpg,rain
augmented_dataset\rain\1530.jpg,rain
augmented_dataset\rain\1531.jpg,rain
augmented_dataset\rain\1532.jpg,rain
augmented_dataset\rain\1533.jpg,rain
augmented_dataset\rain\1534.jpg,rain
augmented_dataset\rain\1535.jpg,rain
augmented_dataset\rain\1536.jpg,rain
augmented_dataset\rain\1537.jpg,rain
augmented_dataset\rain\1538.jpg,rain
augmented_dataset\rain\1539.jpg,rain
augmented_dataset\rain\1540.jpg,rain
augmented_dataset\rain\1541.jpg,rain
augmented_dataset\rain\1542.jpg,rain
augmented_dataset\rain\1543.jpg,rain
augmented_dataset\rain\1544.jpg,rain
augmented_dataset\rain\1545.jpg,rain
augmented_dataset\rain\1546.jpg,rain
augmented_dataset\rain\1547.jpg,rain
augmented_dataset\rain\1548.jpg,rain
augmented_dataset\rain\1549.jpg,rain
augmented_dataset\rain\1550.jpg,rain
augmented_dataset\rain\1551.jpg,rain
augmented_dataset\rain\1552.jpg,rain
augmented_dataset\rain\1553.jpg,rain
augmented_dataset\rain\1554.jpg,rain
augmented_dataset\rain\1555.jpg,rain
augmented_dataset\rain\1556.jpg,rain
augmented_dataset\rain\1557.jpg,rain
augmented_dataset\rain\1558.jpg,rain
augmented_dataset\rain\1559.jpg,rain
augmented_dataset\rain\1560.jpg,rain
augmented_dataset\rain\1561.jpg,rain
augmented_dataset\rain\1562.jpg,rain
augmented_dataset\rain\1563.jpg,rain
augmented_dataset\rain\1564.jpg,rain
augmented_dataset\rain\1565.jpg,rain
augmented_dataset\rain\1566.jpg,rain
augmented_dataset\rain\1567.jpg,rain
augmented_dataset\rain\1568.jpg,rain
augmented_dataset\rain\1569.jpg,rain
augmented_dataset\rain\1570.jpg,rain
augmented_dataset\rain\1571.jpg,rain
augmented_dataset\rain\1572.jpg,rain
augmented_dataset\rain\1573.jpg,rain
augmented_dataset\rain\1574.jpg,rain
augmented_dataset\rain\1575.jpg,rain
augmented_dataset\rain\1576.jpg,rain
augmented_dataset\rain\1577.jpg,rain
augmented_dataset\rain\1578.jpg,rain
augmented_dataset\rain\1579.jpg,rain
augmented_dataset\rain\1580.jpg,rain
augmented_dataset\rain\1581.jpg,rain
augmented_dataset\rain\1582.jpg,rain
augmented_dataset\rain\1583.jpg,rain
augmented_dataset\rain\1584.jpg,rain
augmented_dataset\rain\1585.jpg,rain
augmented_dataset\rain\1586.jpg,rain
augmented_dataset\rain\1587.jpg,rain
augmented_dataset\rain\1588.jpg,rain
augmented_dataset\rain\1589.jpg,rain
augmented_dataset\rain\1590.jpg,rain
augmented_dataset\rain\1591.jpg,rain
augmented_dataset\rain\1592.jpg,rain
augmented_dataset\rain\1593.jpg,rain
augmented_dataset\rain\1594.jpg,rain
augmented_dataset\rain\1595.jpg,rain
augmented_dataset\rain\1596.jpg,rain
augmented_dataset\rain\1597.jpg,rain
augmented_dataset\rain\1598.jpg,rain
augmented_dataset\rain\1599.jpg,rain
augmented_dataset\rain\1600.jpg,rain
augmented_dataset\rain\1601.jpg,rain
augmented_dataset\rain\1602.jpg,rain
augmented_dataset\rain\1603.jpg,rain
augmented_dataset\rain\1604.jpg,rain
augmented_dataset\rain\1605.jpg,rain
augmented_dataset\rain\1606.jpg,rain
augmented_dataset\rain\1607.jpg,rain
augmented_dataset\rain\1608.jpg,rain
augmented_dataset\rain\1609.jpg,rain
augmented_dataset\rain\1610.jpg,rain
augmented_dataset\rain\1611.jpg,rain
augmented_dataset\rain\1612.jpg,rain
augmented_dataset\rain\1613.jpg,rain
augmented_dataset\rain\1614.jpg,rain
augmented_dataset\rain\1615.jpg,rain
augmented_dataset\rain\1616.jpg,rain
augmented_dataset\rain\1617.jpg,rain
augmented_dataset\rain\1618.jpg,rain
augmented_dataset\rain\1619.jpg,rain
augmented_dataset\rain\1620.jpg,rain
augmented_dataset\rain\1621.jpg,rain
augmented_dataset\rain\1622.jpg,rain
augmented_dataset\rain\1623.jpg,rain
augmented_dataset\rain\1624.jpg,rain
augmented_dataset\rain\1625.jpg,rain
augmented_dataset\rain\1626.jpg,rain
augmented_dataset\rain\1627.jpg,rain
augmented_dataset\rain\1628.jpg,rain
augmented_dataset\rain\1629.jpg,rain
augmented_dataset\rain\1630.jpg,rain
augmented_dataset\rain\1631.jpg,rain
augmented_dataset\rain\1632.jpg,rain
augmented_dataset\rain\1633.jpg,rain
augmented_dataset\rain\1634.jpg,rain
augmented_dataset\rain\1635.jpg,rain
augmented_dataset\rain\1636.jpg,rain
augmented_dataset\rain\1637.jpg,rain
augmented_dataset\rain\1638.jpg,rain
augmented_dataset\rain\1639.jpg,rain
augmented_dataset\rain\1640.jpg,rain
augmented_dataset\rain\1641.jpg,rain
augmented_dataset\rain\1642.jpg,rain
augmented_dataset\rain\1643.jpg,rain
augmented_dataset\rain\1644.jpg,rain
augmented_dataset\rain\1645.jpg,rain
augmented_dataset\rain\1646.jpg,rain
augmented_dataset\rain\1647.jpg,rain
augmented_dataset\rain\1648.jpg,rain
augmented_dataset\rain\1649.jpg,rain
augmented_dataset\rain\1650.jpg,rain
augmented_dataset\rain\1651.jpg,rain
augmented_dataset\rain\1652.jpg,rain
augmented_dataset\rain\1653.jpg,rain
augmented_dataset\rain\1654.jpg,rain
augmented_dataset\rain\1655.jpg,rain
augmented_dataset\rain\1656.jpg,rain
augmented_dataset\rain\1657.jpg,rain
augmented_dataset\rain\1658.jpg,rain
augmented_dataset\rain\1659.jpg,rain
augmented_dataset\rain\1660.jpg,rain
augmented_dataset\rain\1661.jpg,rain
augmented_dataset\rain\1662.jpg,rain
augmented_dataset\rain\1663.jpg,rain
augmented_dataset\rain\1664.jpg,rain
augmented_dataset\rain\1665.jpg,rain
augmented_dataset\rain\1666.jpg,rain
augmented_dataset\rain\1667.jpg,rain
augmented_dataset\rain\1668.jpg,rain
augmented_dataset\rain\1669.jpg,rain
augmented_dataset\rain\1670.jpg,rain
augmented_dataset\rain\1671.jpg,rain
augmented_dataset\rain\1672.jpg,rain
augmented_dataset\rain\1673.jpg,rain
augmented_dataset\rain\1674.jpg,rain
augmented_dataset\rain\1675.jpg,rain
augmented_dataset\rain\1676.jpg,rain
augmented_dataset\rain\1677.jpg,rain
augmented_dataset\rain\1678.jpg,rain
augmented_dataset\rain\1679.jpg,rain
augmented_dataset\rain\1680.jpg,rain
augmented_dataset\rain\1681.jpg,rain
augmented_dataset\rain\1682.jpg,rain
augmented_dataset\rain\1683.jpg,rain
augmented_dataset\rain\1684.jpg,rain
augmented_dataset\rain\1685.jpg,rain
augmented_dataset\rain\1686.jpg,rain
augmented_dataset\rain\1687.jpg,rain
augmented_dataset\rain\1688.jpg,rain
augmented_dataset\rain\1689.jpg,rain
augmented_dataset\rain\1690.jpg,rain
augmented_dataset\rain\1691.jpg,rain
augmented_dataset\rain\1692.jpg,rain
augmented_dataset\rain\1693.jpg,rain
augmented_dataset\rain\1694.jpg,rain
augmented_dataset\rain\1695.jpg,rain
augmented_dataset\rain\1696.jpg,rain
augmented_dataset\rain\1697.jpg,rain
augmented_dataset\rain\1698.jpg,rain
augmented_dataset\rain\1699.jpg,rain
augmented_dataset\rain\1700.jpg,rain
augmented_dataset\rain\1701.jpg,rain
augmented_dataset\rain\1702.jpg,rain
augmented_dataset\rain\1703.jpg,rain
augmented_dataset\rain\1704.jpg,rain
augmented_dataset\rain\1705.jpg,rain
augmented_dataset\rain\1706.jpg,rain
augmented_dataset\rain\1707.jpg,rain
augmented_dataset\rain\1708.jpg,rain
augmented_dataset\rain\1709.jpg,rain
augmented_dataset\rain\1710.jpg,rain
augmented_dataset\rain\1711.jpg,rain
augmented_dataset\rain\1712.jpg,rain
augmented_dataset\rain\1713.jpg,rain
augmented_dataset\rain\1714.jpg,rain
augmented_dataset\rain\1715.jpg,rain
augmented_dataset\rain\1716.jpg,rain
augmented_dataset\rain\1717.jpg,rain
augmented_dataset\rain\1718.jpg,rain
augmented_dataset\rain\1719.jpg,rain
augmented_dataset\rain\1720.jpg,rain
augmented_dataset\rain\1721.jpg,rain
augmented_dataset\rain\1722.jpg,rain
augmented_dataset\rain\1723.jpg,rain
augmented_dataset\rain\1724.jpg,rain
augmented_dataset\rain\1725.jpg,rain
augmented_dataset\rain\1726.jpg,rain
augmented_dataset\rain\1727.jpg,rain
augmented_dataset\rain\1728.jpg,rain
augmented_dataset\rain\1729.jpg,rain
augmented_dataset\rain\1730.jpg,rain
augmented_dataset\rain\1731.jpg,rain
augmented_dataset\rain\1732.jpg,rain
augmented_dataset\rain\1733.jpg,rain
augmented_dataset\rain\1734.jpg,rain
augmented_dataset\rain\1735.jpg,rain
augmented_dataset\rain\1736.jpg,rain
augmented_dataset\rain\1737.jpg,rain
augmented_dataset\rain\1738.jpg,rain
augmented_dataset\rain\1739.jpg,rain
augmented_dataset\rain\1740.jpg,rain
augmented_dataset\rain\1741.jpg,rain
augmented_dataset\rain\1742.jpg,rain
augmented_dataset\rain\1743.jpg,rain
augmented_dataset\rain\1744.jpg,rain
augmented_dataset\rain\1745.jpg,rain
augmented_dataset\rain\1746.jpg,rain
augmented_dataset\rain\1747.jpg,rain
augmented_dataset\rain\1748.jpg,rain
augmented_dataset\rain\1749.jpg,rain
augmented_dataset\rain\1750.jpg,rain
augmented_dataset\rain\1751.jpg,rain
augmented_dataset\rain\1752.jpg,rain
augmented_dataset\rain\1753.jpg,rain
augmented_dataset\rain\1754.jpg,rain
augmented_dataset\rain\1755.jpg,rain
augmented_dataset\rain\1756.jpg,rain
augmented_dataset\rain\1757.jpg,rain
augmented_dataset\rain\1758.jpg,rain
augmented_dataset\rain\1759.jpg,rain
augmented_dataset\rain\1760.jpg,rain
augmented_dataset\rain\1761.jpg,rain
augmented_dataset\rain\1762.jpg,rain
augmented_dataset\rain\1763.jpg,rain
augmented_dataset\rain\1764.jpg,rain
augmented_dataset\rain\1765.jpg,rain
augmented_dataset\rain\1766.jpg,rain
augmented_dataset\rain\1767.jpg,rain
augmented_dataset\rain\1768.jpg,rain
augmented_dataset\rain\1769.jpg,rain
augmented_dataset\rain\1770.jpg,rain
augmented_dataset\rain\1771.jpg,rain
augmented_dataset\rain\1772.jpg,rain
augmented_dataset\rain\1773.jpg,rain
augmented_dataset\rain\1774.jpg,rain
augmented_dataset\rain\1775.jpg,rain
augmented_dataset\rain\1776.jpg,rain
augmented_dataset\rain\1777.jpg,rain
augmented_dataset\rain\1778.jpg,rain
augmented_dataset\rain\1779.jpg,rain
augmented_dataset\rain\1780.jpg,rain
augmented_dataset\rain\1781.jpg,rain
augmented_dataset\rain\1782.jpg,rain
augmented_dataset\rain\1783.jpg,rain
augmented_dataset\rain\1784.jpg,rain
augmented_dataset\rain\1785.jpg,rain
augmented_dataset\rain\1786.jpg,rain
augmented_dataset\rain\1787.jpg,rain
augmented_dataset\rain\1788.jpg,rain
augmented_dataset\rain\1789.jpg,rain
augmented_dataset\rain\1790.jpg,rain
augmented_dataset\rain\1791.jpg,rain
augmented_dataset\rain\1792.jpg,rain
augmented_dataset\rain\1793.jpg,rain
augmented_dataset\rain\1794.jpg,rain
augmented_dataset\rain\1795.jpg,rain
augmented_dataset\rain\1796.jpg,rain
augmented_dataset\rain\1797.jpg,rain
augmented_dataset\rain\1798.jpg,rain
augmented_dataset\rain\1799.jpg,rain
augmented_dataset\rain\1800.jpg,rain
augmented_dataset\rain\1801.jpg,rain
augmented_dataset\rain\1802.jpg,rain
augmented_dataset\rain\1803.jpg,rain
augmented_dataset\rain\1804.jpg,rain
augmented_dataset\rain\1805.jpg,rain
augmented_dataset\rain\1806.jpg,rain
augmented_dataset\rain\1807.jpg,rain
augmented_dataset\rain\1808.jpg,rain
augmented_dataset\rain\1809.jpg,rain
augmented_dataset\rain\1810.jpg,rain
augmented_dataset\rain\1811.jpg,rain
augmented_dataset\rain\1812.jpg,rain
augmented_dataset\rain\1813.jpg,rain
augmented_dataset\rain\1814.jpg,rain
augmented_dataset\rain\1815.jpg,rain
augmented_dataset\rain\1816.jpg,rain
augmented_dataset\rain\1817.jpg,rain
augmented_dataset\rain\1818.jpg,rain
augmented_dataset\rain\1819.jpg,rain
augmented_dataset\rain\1820.jpg,rain
augmented_dataset\rain\1821.jpg,rain
augmented_dataset\rain\1822.jpg,rain
augmented_dataset\rain\1823.jpg,rain
augmented_dataset\rain\1824.jpg,rain
augmented_dataset\rain\1825.jpg,rain
augmented_dataset\rain\1826.jpg,rain
augmented_dataset\rain\1827.jpg,rain
augmented_dataset\rain\1828.jpg,rain
augmented_dataset\rainbow\0592.jpg,rainbow
augmented_dataset\rainbow\0593.jpg,rainbow
augmented_dataset\rainbow\0594.jpg,rainbow
augmented_dataset\rainbow\0595.jpg,rainbow
augmented_dataset\rainbow\0596.jpg,rainbow
augmented_dataset\rainbow\0597.jpg,rainbow
augmented_dataset\rainbow\0598.jpg,rainbow
augmented_dataset\rainbow\0599.jpg,rainbow
augmented_dataset\rainbow\0600.jpg,rainbow
augmented_dataset\rainbow\0601.jpg,rainbow
augmented_dataset\rainbow\0602.jpg,rainbow
augmented_dataset\rainbow\0603.jpg,rainbow
augmented_dataset\rainbow\0604.jpg,rainbow
augmented_dataset\rainbow\0605.jpg,rainbow
augmented_dataset\rainbow\0606.jpg,rainbow
augmented_dataset\rainbow\0607.jpg,rainbow
augmented_dataset\rainbow\0608.jpg,rainbow
augmented_dataset\rainbow\0609.jpg,rainbow
augmented_dataset\rainbow\0610.jpg,rainbow
augmented_dataset\rainbow\0611.jpg,rainbow
augmented_dataset\rainbow\0612.jpg,rainbow
augmented_dataset\rainbow\0613.jpg,rainbow
augmented_dataset\rainbow\0614.jpg,rainbow
augmented_dataset\rainbow\0615.jpg,rainbow
augmented_dataset\rainbow\0616.jpg,rainbow
augmented_dataset\rainbow\0617.jpg,rainbow
augmented_dataset\rainbow\0618.jpg,rainbow
augmented_dataset\rainbow\0619.jpg,rainbow
augmented_dataset\rainbow\0620.jpg,rainbow
augmented_dataset\rainbow\0621.jpg,rainbow
augmented_dataset\rainbow\0622.jpg,rainbow
augmented_dataset\rainbow\0623.jpg,rainbow
augmented_dataset\rainbow\0624.jpg,rainbow
augmented_dataset\rainbow\0625.jpg,rainbow
augmented_dataset\rainbow\0626.jpg,rainbow
augmented_dataset\rainbow\0627.jpg,rainbow
augmented_dataset\rainbow\0628.jpg,rainbow
augmented_dataset\rainbow\0629.jpg,rainbow
augmented_dataset\rainbow\0630.jpg,rainbow
augmented_dataset\rainbow\0631.jpg,rainbow
augmented_dataset\rainbow\0632.jpg,rainbow
augmented_dataset\rainbow\0633.jpg,rainbow
augmented_dataset\rainbow\0634.jpg,rainbow
augmented_dataset\rainbow\0635.jpg,rainbow
augmented_dataset\rainbow\0636.jpg,rainbow
augmented_dataset\rainbow\0637.jpg,rainbow
augmented_dataset\rainbow\0638.jpg,rainbow
augmented_dataset\rainbow\0639.jpg,rainbow
augmented_dataset\rainbow\0640.jpg,rainbow
augmented_dataset\rainbow\0641.jpg,rainbow
augmented_dataset\rainbow\0642.jpg,rainbow
augmented_dataset\rainbow\0643.jpg,rainbow
augmented_dataset\rainbow\0644.jpg,rainbow
augmented_dataset\rainbow\0645.jpg,rainbow
augmented_dataset\rainbow\0646.jpg,rainbow
augmented_dataset\rainbow\0647.jpg,rainbow
augmented_dataset\rainbow\0648.jpg,rainbow
augmented_dataset\rainbow\0649.jpg,rainbow
augmented_dataset\rainbow\0650.jpg,rainbow
augmented_dataset\rainbow\0651.jpg,rainbow
augmented_dataset\rainbow\0652.jpg,rainbow
augmented_dataset\rainbow\0653.jpg,rainbow
augmented_dataset\rainbow\0654.jpg,rainbow
augmented_dataset\rainbow\0655.jpg,rainbow
augmented_dataset\rainbow\0656.jpg,rainbow
augmented_dataset\rainbow\0657.jpg,rainbow
augmented_dataset\rainbow\0658.jpg,rainbow
augmented_dataset\rainbow\0659.jpg,rainbow
augmented_dataset\rainbow\0660.jpg,rainbow
augmented_dataset\rainbow\0661.jpg,rainbow
augmented_dataset\rainbow\0662.jpg,rainbow
augmented_dataset\rainbow\0663.jpg,rainbow
augmented_dataset\rainbow\0664.jpg,rainbow
augmented_dataset\rainbow\0665.jpg,rainbow
augmented_dataset\rainbow\0666.jpg,rainbow
augmented_dataset\rainbow\0667.jpg,rainbow
augmented_dataset\rainbow\0668.jpg,rainbow
augmented_dataset\rainbow\0669.jpg,rainbow
augmented_dataset\rainbow\0670.jpg,rainbow
augmented_dataset\rainbow\0671.jpg,rainbow
augmented_dataset\rainbow\0672.jpg,rainbow
augmented_dataset\rainbow\0673.jpg,rainbow
augmented_dataset\rainbow\0674.jpg,rainbow
augmented_dataset\rainbow\0675.jpg,rainbow
augmented_dataset\rainbow\0676.jpg,rainbow
augmented_dataset\rainbow\0677.jpg,rainbow
augmented_dataset\rainbow\0678.jpg,rainbow
augmented_dataset\rainbow\0679.jpg,rainbow
augmented_dataset\rainbow\0680.jpg,rainbow
augmented_dataset\rainbow\0681.jpg,rainbow
augmented_dataset\rainbow\0682.jpg,rainbow
augmented_dataset\rainbow\0683.jpg,rainbow
augmented_dataset\rainbow\0684.jpg,rainbow
augmented_dataset\rainbow\0685.jpg,rainbow
augmented_dataset\rainbow\0686.jpg,rainbow
augmented_dataset\rainbow\0687.jpg,rainbow
augmented_dataset\rainbow\0688.jpg,rainbow
augmented_dataset\rainbow\0689.jpg,rainbow
augmented_dataset\rainbow\0690.jpg,rainbow
augmented_dataset\rainbow\0691.jpg,rainbow
augmented_dataset\rainbow\0692.jpg,rainbow
augmented_dataset\rainbow\0693.jpg,rainbow
augmented_dataset\rainbow\0694.jpg,rainbow
